ResponseId,Q2_1,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q4_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_8_TEXT,Q11_1,Q11_2,Q11_3,Q12_2,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17,Q18,Q19
R_DBj3PDG1qQiYrXb,Avenal State Prisonﾊ(ASP),36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,NA,1,0,1,NA,"Always, or almost always",Sometimes,Don't Know,Don't Know,Sometimes,Never,Sometimes,Never,Never,,,
R_1G0yKSiZpACj1Lj,Avenal State Prisonﾊ(ASP),47,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,1,NA,0,1,1,NA,,1,1,1,3,4,2,1,1,1,0,2,2,2,1,1,1,NA,NA,1,NA,1,"Always, or almost always",Sometimes,Don't Know,Don't Know,Sometimes,Sometimes,"Always, or almost always",Sometimes,Don't Know,Not t all,no recs at the moment.,
R_2zdsJRyoTgV9SNz,Avenal State Prisonﾊ(ASP),96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,Sleep apnea. i am a C-pap user.,0,0,1,0,4,0,1,1,3,3,0,0,0,0,0,0,1,1,0,1,0,"Always, or almost always",Sometimes,Never,Never,Sometimes,Never,"Always, or almost always",Sometimes,Never,"Vacaville state prison - There was a wildfire and smoke and fire threatened us. There were no evacuations, not N95 masks handed out to us. We had to sit in our cells and place blankets and wet towels under the door and plug up cell vents to prevent the smoke from entering into the prison cell.","Yes, tell the general public that: CDCR don't really care about inmates or how our health is at risk. They don'y even tell us about emergencies, emergency evacuations, drills or procedures. CDCR always covers up their bulls***, for instance, if someone such as ASHS, Otter's, Sacramento'e people or the warden is on the premises, each building officer calls surrounding buildings to notify each other of the VIP's whereabouts! The build offcier will announce to all inmates that someone important is on the premises and that 'we better not make us look bas, or else we're come fack'n toss your s*** up' They basically threaten us.","Q4 - a - yes in vacaville but not in Avenal.
 Q12. - I am a c-pap user and they never asked me to relocate. They throw away N95 masks because of contamination."
R_1Qi3IE6OKXjNr8M,Avenal State Prisonﾊ(ASP),4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,0,1,1,1,3,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,"Even though this institution is currently closed, CCF Susanville left a lot of us at risk during the fire season. All the issues mentioned in this survey - I experienced at CCF Susanville. Since I have been here at Avenal, I have experienced some mentioned in this survey.","It's obvious that CDCR needs to educate inmates more in certain climate conditions. Plus, CDCR should take our health more serious by assisting us when we experience certain weather conditions.","Thank you for conducting this survey.
 
 Respectfully,
 
 Paul R Sanchez Jr.
 F99968"
R_yHZc2kB9cOvIead,Avenal State Prisonﾊ(ASP),48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,Valley Fever,0,0,0,0,4,0,3,3,3,3,0,0,0,0,0,0,NA,1,0,1,0,"Always, or almost always",Never,Never,Never,Sometimes,"Always, or almost always",Sometimes,Sometimes,Never,"I believe that all the california prison are affected by wildfires, flood and extreme temperatures.The day it does happen, the prison staff don't evacuate us to a safe place in time and leave us to die.","My recommendation for CDCR and EBC and the general public is that these inmate changes do affect all of us. But, also they need to know that their taxes are paying for having prisons open that are not functioning properly. And inmates can't live in a clean place in Vermont Place.","ATTN: Ella Baker, I am sending this on 31-01-2023. Please let me know when you receive this form."
R_1LTEkPFxFr93WHO,Avenal State Prisonﾊ(ASP),18,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,NA,1,1,NA,1,1,being attacked by I/M's,1,1,1,1,3,2,1,1,2,2,1,1,1,1,0,1,1,1,0,1,1,"Always, or almost always",Never,Never,Never,Sometimes,Never,"Always, or almost always","Always, or almost always",Sometimes,"CSA SOL - Wildfires came awfully close, smoke was coming into the buildings. During extreme heat, ie water was provided 1st for the I/M taking heat meds. Then finally for the general population. 
 
 AVENAL - These past few weeks: extreme coldness yet the clothing RM was out of extra blankets. Policy - Each I/M is allowed 2 blankets, there are times when blankets are not available. Upon arrival, you get 1.","Make a plan, EG floor, fire, heat and cold. Evacuation routes. Ice/water available to all I/M's in extreme heat.","Note: AVENAL St. Prison is a NDF. I/M's housed here are sensitive needs. Yet, when a new arrival gets off the bus and does not want to stay, he attacks the 1st inmate he sees. I myself have been attacked. That's scarier than climate emergencies. Thank you."
R_2xwNHklUnF6EeWv,Avenal State Prisonﾊ(ASP),39,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,NA,NA,0,,0,1,1,0,4,0,3,3,3,3,0,0,0,0,0,0,0,1,0,1,1,"Always, or almost always",Never,Never,Never,Sometimes,Sometimes,Sometimes,"Always, or almost always",Never,"Ot's the rough conditions that make any emergency questionable. Calipatria, Iron Wood, Soladad, Avenal, Donavan, all have extreme issues. With your concern to better the conditions if an emergency would happen here or any of those places.","Everything looks good on paper with policy. But boots on the ground is another question. it's not the same and when VIP's walk the yard things are color coded as if policy is being followed as intended. But it's not because it's not practical or as easy as policy is written. this is what CDCR writers fail to realize. So, the facts about extreme heat or cold in the housing is plan opps failure to operate the work orders and bring balance to temperature in the housing units. Yet they get paid 100%and do little work. So, focus should be to have plan opps follow up on the conditions in the housing.",
R_Xh6WFKdkvcAHVLj,Salinas Valley State Prisonﾊ(SVSP),36,1,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not answer,Did not answer,Did not answer,Did not answer,Did not answer,Did not answer,Did not answer,Did not answer,Did not answer,,,"2 pages only, pages missing. 
 
 Mr Bermudez #P-03174. D4. 220"
R_2rUxeV98X7LWtV2,Mule Creek State Prisonﾊ(MCSP),10,1,1,1,1,1,1,1,1,0,1,4,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,,0,1,1,3,3,4,0,1,0,0,2,2,2,2,0,1,1,1,1,1,1,"Always, or almost always","Always, or almost always",Sometimes,Did not answer,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Never,,I feel we feel all need to be prepared for what mother nature gives us. We used to be better prepared.,
R_2uUIaPOa4U44cY0,Mule Creek State Prisonﾊ(MCSP),120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,,0,0,NA,2,2,2,3,3,1,0,0,0,1,1,0,0,NA,1,0,1,1,"Always, or almost always",Never,Don't Know,Don't Know,Never,Don't Know,Don't Know,Never,Never,,,
R_C7I4580ZIgKp2Rb,California Medical Facilityﾊ(CMF),60,0,0,1,0,1,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,NA,NA,,1,1,0,3,4,2,0,1,2,2,1,0,2,2,0,1,0,1,1,1,1,"Always, or almost always","Always, or almost always","Always, or almost always",Sometimes,Sometimes,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",,,
R_WeMGwFrJm04Q1k5,California Medical Facilityﾊ(CMF),84,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,NA,1,1,1,1,1,Asthma Medicaiton.,NA,1,1,0,3,1,3,0,3,2,0,0,0,0,0,0,0,0,0,1,NA,Sometimes,Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,"Almost every year here at Vacaville State prison we have fire and the smoke fills up the hallway and cells at the prison. The only thing we can do is lay down on our bunk with a wet t-shirt over our face (use as a mask). However, the guards have N95 masks. 
 Due to this building being an old prison built in 1950, they have no air blowing inside the cells and the wall that we are surrounded by hold heat!! We wil be close to death and they just don't care. The only way a prisoner can get ice is if they are on heat medication and the temperature is above 90.","Yes, I would like for this prison to be closed because it's not up to par for living. Come see for yourself.","P.S - They're moaning that the prison mail staff withheld your mail and removed all the stamp address envelopes. But I am still taking and sending you the survey back. 
 
 Q5 - We should have had the past 2 summer (training)
 
 Q12 - N95 masks since covid only."
R_3dYdIYn6RVlM27u,California Medical Facilityﾊ(CMF),89,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,NA,,1,1,0,0,3,2,0,0,2,1,0,0,3,1,0,0,0,NA,0,1,1,Never,Sometimes,Sometimes,"Always, or almost always",Never,Sometimes,"Always, or almost always",Never,Never,,"Whenever climate emergencies happen, as a prisoner we are all helpless to protect ourselves and keep ourselves safe, because we are in prison so there are many restrictions placed upon us, (what we can have, where we can go, how much of certain things we can have at a time, what information we receive) I would like for CDCR to start giving people who want to work for CDCR a real and in-depth psych test before they give the job because no matter what a prisoner has done to be in prison, that prisoner is still a human being, someones father, son, grandfather, grandson, uncle, nephew etc. Come and visit the prison one day.",
R_3fWd30pWMNCMdhp,Pelican Bay State Prisonﾊ(PBSP),94,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,NA,,NA,1,0,0,4,0,3,3,0,2,0,0,2,0,0,1,1,1,0,0,0,"Always, or almost always",Never,Never,Never,Never,Never,"Always, or almost always","Always, or almost always",Never,"Pelican Bay State Prison. I was house in the SHU [?] part of the prison. The SHU building is built in a sunken place so when tsunami hits the water will fill in and cover the building. Not sure what year it was? I've been here off and on for the last 32 year. It was about 10 years ago. Anyway they got the tsunami warning and staff came and padlocked our cell doors. I believe 2020 we had fire all over it was 12:00 pm but it was dark as night, dead birds everywhere ash covered everything. They kept us in our cells choking. I had to we a towel and breathe through it. I thought I was going to die.",Pelican Bay Prison needs to be at the top of the list of prisons to shut down for two reasons. We are surrounded with dry dead forest. And the SHU building is now a level 2 facility. That facility is below sea level kind of in a sunken bowl.,"Question 5 part 2- ""tsunami warning. They padlock cell""
 Question 9 part 2- ""They have on a tsunami warning""
 Question 12 part 4- ""A lot"""
R_2dPVbfoDeY1PohV,Central California Women's Facility(CCWF),170,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,1,NA,0,0,0,NA,NA,,1,1,1,0,3,0,2,0,2,2,0,0,1,0,0,0,0,1,0,1,0,"Always, or almost always",Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,,The heating/cooling systems need to be replaced. The weather is extreme here in Central CA and the systems do not function properly. There are times when it can get up to 95 or more in our cells and we have no air circulation,
R_9XKE5b4azNrsADf,California Men's Colonyﾊ(CMC),84,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,0,1,0,NA,4,0,0,0,0,2,2,NA,NA,1,1,1,1,NA,1,1,Did not answer,Did not answer,"Always, or almost always",Never,Did not answer,"Always, or almost always","Always, or almost always",Did not answer,"Always, or almost always",,Larger envelopes,"Question 2 part 4- ""Yes outside on my job in the fields"" [?]
 Question 4- ""Outside on my job"" [?]""
 Question 9 part 1- did not answer, wrote ""Yes, no problem"" across the boxes
 Question 9 part 2- did not answer, wrote ""No, No way!""
 Question 9 part 3- ""Yes!""
 Question 10 part 3- ""They supply water with ice""
 Question 10 part 4- ""Did not answer, wrote ""[??] blankets""
 Question 11 part 3- did not answer, ""Somewhat [?]""
 Question 11 part 4- did not answer, wrote ""blankets extra""
 Question 12 part 1- checked yes and no and wrote ""some parts""
 Question 12 part 4- ""but the emergency generator came on"" [?]
 Question 13 part 1- ""Cell living not dorm. Two very large fans back and front.""
 Question 13 part 2- did not answer, wrote ""Yes, not in dorm living.""
 Question 13 part 3- did not answer, underlined ""water"" and wrote ""a water cooler yes""
 Question 13 part 4- did not answer, wrote ""Yes!""
 Question 13 part 5- did not answer, wrote ""No"" next to all boxes
 Question 13 part 6- did not answer, wrote ""maybe at some other place""
 Question 13 part 7- ""Yes all day!""
 Question 13 part 8- ""Yes no problem""
 Question 13 part 9- did not answer, underlined ""sink""
 Question 13 part 10- did not answer, wrote ""Always"" and underlined ""cell"" and ""yard time"" and wrote ""and both"""
R_3HvudejBdL0Hr6S,California Medical Facilityﾊ(CMF),51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0,,0,1,0,1,4,0,3,3,3,3,2,2,2,0,0,0,0,1,0,1,1,Never,"Always, or almost always",Sometimes,Sometimes,Sometimes,Sometimes,"Always, or almost always",Never,Don't Know,"My toes, feet and hands are ice cold. I have to wear pair of boxers and no other clothing in my cell during triple digit weather in summertime! When I was eating anti-psychotics I couldn't be outside when temperatures reached 90°F, because of risk of stroke. When porters gave me ice chips I would make iced coffee. And ice cold tea with coolade infused in it. At bedtime I don't use a blanky or sheets to cover up during summer nights. In winter I wear double pairs of socks, thermals/sweaters and a beanie.","Provide ice everyday during 90°F days, no matter what type of housing the inmate is in/ADSEG, MHCB or Mainline! Provide blankys to inmates whenever we request them, custody can be very forgetful or just don't care about us! :( :( :( Provide a swimming pool or field trip to a local lake and or river and or ocean/beach. Give inmates popsicles/ice cream cups on our dinner trays. Provide an ice machine in the dayroom, provide summer clothing (shorts, tank tops, sunglasses, ankle socks) as state issued clothes (PIA).",
R_2OSZmH28OxUr1Bo,"California State Prison, Centinelaﾊ(CEN)",12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,NA,,0,1,1,0,4,0,3,3,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,n/a,n/a,
R_yvY3JNgGcm5eZe9,California Medical Facilityﾊ(CMF),72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,NA,,0,0,1,1,4,1,3,2,2,2,0,0,0,0,0,0,NA,NA,NA,1,0,Did not answer,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Sometimes,"Always, or almost always",Sometimes,,,"On question 8 ""have CDCR's efforts to conserve water limited your shower use?"" they choose yes and wrote ""couple years ago""
 On question 12 ""Have prison staff ever given you a N-95 respirator mask if there was wildfire smoke in the area?"" they choose Don't Know and wrote ""Covid"""
R_1q2M1gNrgkMa14Z,"California State Prison, Corcoranﾊ(COR)",5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,NA,,1,1,NA,1,3,3,1,1,3,3,2,2,1,1,0,0,1,1,0,0,1,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,"Always, or almost always",Sometimes,,"Please send me home, help me find a home and a good paying job, help me get my driver's license. I could really use your help speaking for myself. I want to change my life around, and find a good wife I've never been married and I need a real partner in my life a female thay will be there by my side and share all the beautiful things this world has in it. Prison is not for me, I need to win the lottery, so I can help my family and myself. Those are my recommendations for the general public and Ella Baker Center. God is good. My release date is May 7th 2023. P.S. I need a car as well, to get to work. Thank you and God bless. I hope you can help me.",
R_1dAX6A08pA6z2ey,"California State Prison, Corcoranﾊ(COR)",23,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,2,3,3,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",I was in ad-seg at Delano Prison - Kern Valley when it opened in '05 during the winter months it was freezing in cells. Ice on walls. One blanket 2 sheets. One set of whites. No jumpsuit. We suffered hypothermia. Food supplies also low. Was hard to talk.,Spend more time and come up with ways that help the inmate population. Treat inmates more humane. Provide more treatment. Winter coats. Beanies. Long Johns. Water in bottle. Gas respirator masks. Address sentencing laws - overhaul.,
R_3JnkRzlxK0zJCTm,"California State Prison, Corcoranﾊ(COR)",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,3,1,1,2,2,0,0,0,0,0,1,1,1,0,1,1,"Always, or almost always",Never,Never,Never,Never,Sometimes,"Always, or almost always",Sometimes,Sometimes,,?,
R_1KkHVbYrC3G3rG0,"California State Prison, Corcoranﾊ(COR)",12,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,1,NA,1,1,0,1,NA,0,1,1,1,NA,,0,1,1,0,4,1,1,1,3,2,0,0,0,0,0,0,0,1,0,1,NA,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,I've been through extreme heat to where I felt like I was going to pass out in my assigned cell here at CSP Corcoran.,I feel CDCR needs help with climate emergencies because there are no emergency plans for inmates that are housed in CDCR. Please help.,
R_1i7ZlX64ZYvzn0e,No Response,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,Sometimes,Never,Never,Sometimes,Never,Never,"Always, or almost always",Never,Don't Know,This one but I can't say because of retaliation.,By letting men say what is right and not feel that someone will come and make it bad for them.,
R_1OGBFQhBLDRUltr,Chuckawalla Valley State Prisonﾊ(CVSP),96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,allergies,0,1,1,2,3,2,0,0,3,1,0,0,0,0,0,0,1,1,NA,1,0,"Always, or almost always",Sometimes,"Always, or almost always",Sometimes,Never,"Always, or almost always",Sometimes,"Always, or almost always",Never,Ironwood state prison,None and thank you for your help,
R_3hxRIylQEKB8i3H,Chuckawalla Valley State Prisonﾊ(CVSP),24,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,1,3,2,2,1,2,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,"Always, or almost always",Sometimes,Never,"Always, or almost always",Sometimes,"Always, or almost always","Always, or almost always","Always, or almost always",Don't Know,"By far, every summer here at CVSP the power happens to go out in between mid/late July - early August in 115-120+ degree weather. The power is usually out from mid-day, throughout the night and in to the next day. Ice and cold water are not always available for everyone during those extreme power outages. I was incarcerated in NV where winters can be brutally cold in the mountain ranges. One good difference regarding this topic, when the power goes out, the generators always have it back on within a couple of minutes.",What I appreciated in the NV system that I sure would be appreciated throughout the CDCR is NV provided quality state coats with inner-blanket lining. A variety of blankets and additional winter gear are readily available for purchase through canteen or package. I would definitely be appreciative if ice were readily available for CDCR inmates - especially in hot regions. Along with approval of winter gloves to be purchased and worn throughout winter. Thank you.,
R_1onKwA0VtWG49HF,Chuckawalla Valley State Prisonﾊ(CVSP),18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,extreme allergy symptoms,1,1,1,0,4,0,3,3,3,3,0,0,0,0,NA,0,NA,1,0,NA,0,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,"Always, or almost always",Don't Know,"I've been to Wasco, Ironwood, Chuckawalla and they're all the same when it comes to climate emergencies, and one thing you can be sure about, and that's when extreme weather comes, you can bet you will suffer. Because you're always lacking something whether it's clothing, blankets, or a good mattress, cold water, or even good water. Sometimes heaters and fans are hard to come by, and the buildings of most prisons are not adequately built to produce proper air or heat. Prisoners receive no training at all for climate emergencies. If a climate emergency occurs we have no idea what to do, and we would be the emergency. Also due to temperature changes many inmates including myself are experiencing extreme allergies, and broken down immune systems. A matter of fact when it comes to extreme weather I've seen buildings being flooded by an enormous amount of rain. Or heat penetrating through the walls, and mind you we have to live in these conditions. Dealing with creatures or ants from the outside also trying to get away from outside causing so many problems.","I think I could speak for all prisoners including myself that climate emergencies have impacted all of us inmates one way or another. Whether it's physically, or mentally. It's a proven fact that C/O's or staff can care less about our well being. I've been in these 2 prisons in the desert Ironwood and Chuckawalla and in the summer it gets extremely hot, and in the winter it gets extremely cold. Yet when we request something that will help us to endure these harsh conditions we get ignored, or even punished. We as inmates have suffered greatly because of the climate changes that have affected the whole world, yet CDCR and our society has ignored us, and that's putting it lightly. I believe our prisons are not adequately built for our new challenges ahead due to extreme climate changes, and the prisons we have CANNOT accommodate us inmates like they should, thus putting all our lives in danger risking our health and eventually death.",
R_ALNvvv0CoHrDF7j,Chuckawalla Valley State Prisonﾊ(CVSP),61,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,3,1,0,0,0,0,2,2,0,2,0,0,1,1,NA,1,1,"Always, or almost always",Never,Never,Sometimes,Sometimes,Never,Never,"Always, or almost always",Never,"I personally would NOT want fire or evacuation drills, we already have enough stuff disrupting our lives and the only escape routes at all 3 prisons and both country jails I've been to are VERY obvious. All the times the fire alarm has gone off no one couldn't figure out where to go.","Of all the things wrong with prison, this is not even on the radar as a concern at least not at CVSP, ISP, and SQSP. Tinkering with what we have now will just create problems because CDCR will just make us do more pointless things and add pointless rules that will disrupt our lives and programs. I'd rather you didn't push this issue. You want a human rights issue here the big one would be the forcing us into cramped spaces too small for a dog let alone a human and then making us share it with another person! That's way more dangerous to our health and lives.",
R_3KBgpuqb0PAlUDW,Chuckawalla Valley State Prisonﾊ(CVSP),18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,0,1,1,1,2,2,0,1,1,1,2,0,0,0,0,0,NA,1,0,1,1,"Always, or almost always",Sometimes,"Always, or almost always",Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,
R_bxsJXpO0DrTanUl,Chuckawalla Valley State Prisonﾊ(CVSP),48,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,COVID 19,0,1,1,1,3,1,2,2,3,1,0,0,0,0,1,0,1,1,0,1,1,"Always, or almost always",Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,"The water wells at CVSP have a history of going out. They do not do preventive maintenance on them so they wait till they fail, and then they ration water for not only CUSP but Ironwood as well. It took 3-4 weeks to replace the well pump this last time 12-23",Prisons that are in desert setting need new protocols in dealing with the heat.,
R_1HizkrGDl3Jkpel,Chuckawalla Valley State Prisonﾊ(CVSP),48,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,4,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Never,Never,"Always, or almost always",Never,I believe CVSP would only care as much to avoid lawsuits for inmate deaths.,"No, thank you.",
R_SIxD7yXx2EBj9rr,Chuckawalla Valley State Prisonﾊ(CVSP),14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,NA,0,0,NA,0,NA,,0,1,1,0,4,0,0,0,3,0,1,1,0,1,0,NA,0,1,0,1,1,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Sometimes,"Always, or almost always",Never,Sometimes,"Beside this prison, I have experienced extreme heat in Ironwood State Prison.","Prison should located in areas that are away from these extremes, like on the outskirt of a city.",
R_1pmVhucw2DMOiu2,Chuckawalla Valley State Prisonﾊ(CVSP),19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,,0,1,1,0,4,0,0,0,3,0,0,0,2,1,1,1,0,1,0,1,1,"Always, or almost always","Always, or almost always",Never,Sometimes,Never,Never,Sometimes,Sometimes,Did not answer,"Ironwood State Prison is the worst prison I've been to, regarding extreme heat: no A/C (swamp coolers don't cool); not enough cold water fountains (for each building of 200 inmates only 2); absolutely no shaded areas on the yard; inside cell temperature regularly reaches 100 degrees Fahrenheit during summer; cold water provided on the yard during summer time always runs out fast (about 1 hr) and is usually replenished with luke warm faucet/hose water.","During extreme heat provide more access to cold water and/or ice (ISP), install A/C units that actually cool (ISP); and at CVSP, make sure the A/C units here don't go out on a regular basis, during summer time; put shaded areas on yard (ISP) and replenish water jugs on yard with ice and water, not just water (ISP); install A/C units that actually cool during the summer (ISP).","For #13 - ""You received accommodations in cell or yard time."" They wrote ""never"" with an arrow pointing to the word cell and wrote ""sometimes"" with an arrow pointing to the word yard time.
 
 At the very bottom of the survey, they wrote, ""Please update your database with my current address, as this letter was sent to my old address. Thank you."""
R_1l9JzzSLOUBjRpS,Chuckawalla Valley State Prisonﾊ(CVSP),40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,eczema on arm,0,1,1,1,3,2,0,0,2,0,0,0,0,0,0,0,1,1,1,1,NA,"Always, or almost always",Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,"I've been exposed to limited showers, bad drinking water, and extreme humidity and heat when the temperature is over 90 degrees F and the generators or power is not working in the buildings. This made the air humid, hot, and hard to breather. Also, during the Covid epidemic I helped feed, as the lead cook, two yards with excessive heat, a skeleton crew of inmates, and every day for months at a time.","Look I don't know what you all are trying to accomplish, but maybe you all can get CDCR to start implementing practice emergency fire, air, and flood procedures to better inform inmate on evacuations, exits for emergency, and safe areas for earthquakes and fires. Also maybe a little more help by staff when we go on Covid protocol.",
R_3KCODUaP133Oqd0,Chuckawalla Valley State Prisonﾊ(CVSP),53,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,2,4,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,"Always, or almost always","Always, or almost always",Never,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",Never,Never,No comment,Keep training and awareness up. Don't forget about the prisoners.,
R_2f1zZ4RghUlFewR,Chuckawalla Valley State Prisonﾊ(CVSP),21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,,0,1,1,1,4,0,1,2,1,1,1,0,0,0,0,0,1,1,0,1,0,"Always, or almost always",Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,,"Prisons in the desert should have better accommodations for cooling during summer months. Buildings need AC, indoor gyms should be built. An extra fan should be allowed, the 1 fan limit is insufficient during summer.",
